class_id,voxel_count,ratio
0,81691667838,0.9854607183505238
1,28272014,0.00034105019475065925
3,48638779,0.0005867380035389157
4,31939431,0.00038529088033046547
5,81923482,0.0009882571326808246
6,25456530,0.00030708652429841044
7,10040473,0.00012111996237829877
9,354520675,0.004276644219682587
10,385474801,0.004650049195381752
11,37218565,0.00044897398684048723
13,22440115,0.00027069898844055433
14,107078583,0.001291707466817703
15,72258360,0.000871665094335453
